filepath,collection,object_name,mark_type,year_range,year_start,image_type,image_index,group_id,cloudinary_ref
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1651_1652/GC 50_hallmark_base_1651.jpg","Goldsmiths Company","GC 50","hallmark","1651","1651","primary","0","goldsmiths-company-gc-50-hallmark-1651","hallmarks/goldsmiths-company-gc-50-hallmark-1651-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1651_1652/GC 50_hallmark_base_1651_dimensions.jpg","Goldsmiths Company","GC 50","hallmark","1651","1651","dimensions","1","goldsmiths-company-gc-50-hallmark-1651","hallmarks/goldsmiths-company-gc-50-hallmark-1651-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1651_1652/GC 50_lid_date letter_1651-52.jpg","Goldsmiths Company","GC 50 lid","date letter","1651-52","1651","primary","0","goldsmiths-company-gc-50-lid-date-letter-1651","hallmarks/goldsmiths-company-gc-50-lid-date-letter-1651-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1651_1652/GC 50_lid_hallmark.jpg","Goldsmiths Company","GC 50 lid","hallmark","1651-1652","1651","primary","0","goldsmiths-company-gc-50-lid-hallmark-1651","hallmarks/goldsmiths-company-gc-50-lid-hallmark-1651-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1651_1652/GC 50_sterling mark_base.jpg","Goldsmiths Company","GC 50","sterling mark","1651-1652","1651","primary","0","goldsmiths-company-gc-50-sterling-mark-1651","hallmarks/goldsmiths-company-gc-50-sterling-mark-1651-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1651_1652/GC 50_sterling mark_base_dimensions.jpg","Goldsmiths Company","GC 50","sterling mark","1651-1652","1651","dimensions","1","goldsmiths-company-gc-50-sterling-mark-1651","hallmarks/goldsmiths-company-gc-50-sterling-mark-1651-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1666-1667/GC 60 hallmark 1666-67 dimensions.jpg","Goldsmiths Company","GC 60","hallmark","1666-67","1666","dimensions","1","goldsmiths-company-gc-60-hallmark-1666","hallmarks/goldsmiths-company-gc-60-hallmark-1666-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1666-1667/GC 60 hallmark 1666-67.jpg","Goldsmiths Company","GC 60","hallmark","1666-67","1666","primary","0","goldsmiths-company-gc-60-hallmark-1666","hallmarks/goldsmiths-company-gc-60-hallmark-1666-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1667-1668/Goldsmiths Co_no 62_caudle cup_date letter.jpg","Goldsmiths Company","Goldsmiths Co no 62 caudle cup","date letter","1667-1668","1667","primary","0","goldsmiths-company-goldsmiths-co-no-62-caudle-cup-date-letter-1667","hallmarks/goldsmiths-company-goldsmiths-co-no-62-caudle-cup-date-letter-1667-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1667-1668/Goldsmiths Co_no 62_caudle cup_hallmark dimension.jpg","Goldsmiths Company","Goldsmiths Co no 62 caudle cup","hallmark","1667-1668","1667","dimensions","1","goldsmiths-company-goldsmiths-co-no-62-caudle-cup-hallmark-1667","hallmarks/goldsmiths-company-goldsmiths-co-no-62-caudle-cup-hallmark-1667-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1667-1668/Goldsmiths Co_no 62_caudle cup_hallmark.jpg","Goldsmiths Company","Goldsmiths Co no 62 caudle cup","hallmark","1667-1668","1667","primary","0","goldsmiths-company-goldsmiths-co-no-62-caudle-cup-hallmark-1667","hallmarks/goldsmiths-company-goldsmiths-co-no-62-caudle-cup-hallmark-1667-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1674-1675/Goldsmiths Co_no 69_wine taster_date letter.jpg","Goldsmiths Company","Goldsmiths Co no 69 wine taster","date letter","1674-1675","1674","primary","0","goldsmiths-company-goldsmiths-co-no-69-wine-taster-date-letter-1674","hallmarks/goldsmiths-company-goldsmiths-co-no-69-wine-taster-date-letter-1674-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1674-1675/Goldsmiths Co_no 69_wine taster_hallmark.jpg","Goldsmiths Company","Goldsmiths Co no 69 wine taster","hallmark","1674-1675","1674","primary","0","goldsmiths-company-goldsmiths-co-no-69-wine-taster-hallmark-1674","hallmarks/goldsmiths-company-goldsmiths-co-no-69-wine-taster-hallmark-1674-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1674-1675/Goldsmiths Co_no 69_wine taster_hallmark_dimension.jpg","Goldsmiths Company","Goldsmiths Co no 69 wine taster","hallmark","1674-1675","1674","dimensions","1","goldsmiths-company-goldsmiths-co-no-69-wine-taster-hallmark-1674","hallmarks/goldsmiths-company-goldsmiths-co-no-69-wine-taster-hallmark-1674-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1674-1675/Goldsmiths Co_no 69_wine taster_sterling mark.jpg","Goldsmiths Company","Goldsmiths Co no 69 wine taster","sterling mark","1674-1675","1674","primary","0","goldsmiths-company-goldsmiths-co-no-69-wine-taster-sterling-mark-1674","hallmarks/goldsmiths-company-goldsmiths-co-no-69-wine-taster-sterling-mark-1674-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85, tobacco box, date letter_underside of box.jpg","Goldsmiths Company","Goldsmiths Co no 85, tobacco box,","date letter","1675-1666","1675","primary","1","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-date-letter-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-date-letter-1675-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85, tobacco box, sterling mark_underside of box.jpg","Goldsmiths Company","Goldsmiths Co no 85, tobacco box,","sterling mark","1675-1666","1675","primary","0","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-sterling-mark-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-sterling-mark-1675-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85, tobacco box_date letter_side of box.jpg","Goldsmiths Company","Goldsmiths Co no 85, tobacco box","date letter","1675-1666","1675","primary","0","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-date-letter-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-date-letter-1675-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85_tobacco box_side of box_sponsor mark.jpg","Goldsmiths Company","Goldsmiths Co no 85 tobacco box side of box","sponsor mark","1675-1666","1675","primary","0","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-side-of-box-sponsor-mark-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-side-of-box-sponsor-mark-1675-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85_tobacco box_side of box_sterling mark.jpg","Goldsmiths Company","Goldsmiths Co no 85 tobacco box side of box","sterling mark","1675-1666","1675","primary","0","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-side-of-box-sterling-mark-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-side-of-box-sterling-mark-1675-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85_tobacco box_underside of box_hallmark.jpg","Goldsmiths Company","Goldsmiths Co no 85 tobacco box underside of box","hallmark","1675-1666","1675","primary","0","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-underside-of-box-hallmark-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-underside-of-box-hallmark-1675-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85_tobacco box_underside of box_hallmark_dimension.jpg","Goldsmiths Company","Goldsmiths Co no 85 tobacco box underside of box","hallmark","1675-1666","1675","dimensions","1","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-underside-of-box-hallmark-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-underside-of-box-hallmark-1675-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1675-1666/Goldsmiths Co_no 85_tobacco box_underside of box_sponsor mark.jpg","Goldsmiths Company","Goldsmiths Co no 85 tobacco box underside of box","sponsor mark","1675-1666","1675","primary","0","goldsmiths-company-goldsmiths-co-no-85-tobacco-box-underside-of-box-sponsor-mark-1675","hallmarks/goldsmiths-company-goldsmiths-co-no-85-tobacco-box-underside-of-box-sponsor-mark-1675-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1697-1698/Goldsmiths Co_no 87_porringer rim_date letter.jpg","Goldsmiths Company","Goldsmiths Co no 87 porringer rim","date letter","1697-1698","1697","primary","0","goldsmiths-company-goldsmiths-co-no-87-porringer-rim-date-letter-1697","hallmarks/goldsmiths-company-goldsmiths-co-no-87-porringer-rim-date-letter-1697-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1697-1698/Goldsmiths Co_no 87_porringer rim_hallmark.jpg","Goldsmiths Company","Goldsmiths Co no 87 porringer rim","hallmark","1697-1698","1697","primary","0","goldsmiths-company-goldsmiths-co-no-87-porringer-rim-hallmark-1697","hallmarks/goldsmiths-company-goldsmiths-co-no-87-porringer-rim-hallmark-1697-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1697-1698/Goldsmiths Co_no 87_porringer rim_hallmark_dimension.jpg","Goldsmiths Company","Goldsmiths Co no 87 porringer rim","hallmark","1697-1698","1697","dimensions","1","goldsmiths-company-goldsmiths-co-no-87-porringer-rim-hallmark-1697","hallmarks/goldsmiths-company-goldsmiths-co-no-87-porringer-rim-hallmark-1697-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1697-1698/Goldsmiths Co_no 87_porringer rim_standard mark.jpg","Goldsmiths Company","Goldsmiths Co no 87 porringer rim","standard mark","1697-1698","1697","primary","0","goldsmiths-company-goldsmiths-co-no-87-porringer-rim-standard-mark-1697","hallmarks/goldsmiths-company-goldsmiths-co-no-87-porringer-rim-standard-mark-1697-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1697-1698/Goldsmiths Co_no 87_porringer rim_standard mark_dimension.jpg","Goldsmiths Company","Goldsmiths Co no 87 porringer rim","standard mark","1697-1698","1697","dimensions","1","goldsmiths-company-goldsmiths-co-no-87-porringer-rim-standard-mark-1697","hallmarks/goldsmiths-company-goldsmiths-co-no-87-porringer-rim-standard-mark-1697-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 date letter 1731 dimensions.jpg","Goldsmiths Company","GC 115","date letter","1731","1731","dimensions","2","goldsmiths-company-gc-115-date-letter-1731","hallmarks/goldsmiths-company-gc-115-date-letter-1731-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 date letter 1731_32.jpg","Goldsmiths Company","GC 115","date letter","1731-32","1731","primary","0","goldsmiths-company-gc-115-date-letter-1731","hallmarks/goldsmiths-company-gc-115-date-letter-1731-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 hallmark 1731_32 dimensions.jpg","Goldsmiths Company","GC 115","hallmark","1731-32","1731","dimensions","1","goldsmiths-company-gc-115-hallmark-1731","hallmarks/goldsmiths-company-gc-115-hallmark-1731-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 hallmark _1731_32_Paul de Lamerie.jpg","Goldsmiths Company","GC 115","hallmark","1731-32","1731","primary","0","goldsmiths-company-gc-115-hallmark-1731","hallmarks/goldsmiths-company-gc-115-hallmark-1731-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 sponsor mark de Lamerie dimensions.jpg","Goldsmiths Company","GC 115","sponsor mark","1731-1732","1731","dimensions","3","goldsmiths-company-gc-115-sponsor-mark-1731","hallmarks/goldsmiths-company-gc-115-sponsor-mark-1731-3"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 sponsor mark de Lamerie.jpg","Goldsmiths Company","GC 115","sponsor mark","1731-1732","1731","primary","1","goldsmiths-company-gc-115-sponsor-mark-1731","hallmarks/goldsmiths-company-gc-115-sponsor-mark-1731-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 sponsor mark de Lamerie_another view.jpg","Goldsmiths Company","GC 115","sponsor mark","1731-1732","1731","primary","0","goldsmiths-company-gc-115-sponsor-mark-1731","hallmarks/goldsmiths-company-gc-115-sponsor-mark-1731-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115 standard mark 1731_32.jpg","Goldsmiths Company","GC 115","standard mark","1731-32","1731","primary","0","goldsmiths-company-gc-115-standard-mark-1731","hallmarks/goldsmiths-company-gc-115-standard-mark-1731-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_Britannia hallmark.jpg","Goldsmiths Company","GC 115","britannia hallmark","1731-1732","1731","primary","0","goldsmiths-company-gc-115-britannia-hallmark-1731","hallmarks/goldsmiths-company-gc-115-britannia-hallmark-1731-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_Britannia hallmark_dimensions.jpg","Goldsmiths Company","GC 115","britannia hallmark","1731-1732","1731","dimensions","1","goldsmiths-company-gc-115-britannia-hallmark-1731","hallmarks/goldsmiths-company-gc-115-britannia-hallmark-1731-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_Britannia standard mark.jpg","Goldsmiths Company","GC 115","britannia standard mark","1731-1732","1731","primary","0","goldsmiths-company-gc-115-britannia-standard-mark-1731","hallmarks/goldsmiths-company-gc-115-britannia-standard-mark-1731-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_Britannia standard mark_dimensions.jpg","Goldsmiths Company","GC 115","britannia standard mark","1731-1732","1731","dimensions","1","goldsmiths-company-gc-115-britannia-standard-mark-1731","hallmarks/goldsmiths-company-gc-115-britannia-standard-mark-1731-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_Date letter 1731_32.jpg","Goldsmiths Company","GC 115","date letter","1731-32","1731","primary","1","goldsmiths-company-gc-115-date-letter-1731","hallmarks/goldsmiths-company-gc-115-date-letter-1731-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_date letter 1731_dimensions.jpg","Goldsmiths Company","GC 115","date letter","1731","1731","dimensions","3","goldsmiths-company-gc-115-date-letter-1731","hallmarks/goldsmiths-company-gc-115-date-letter-1731-3"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_sponsor mark dimensions.jpg","Goldsmiths Company","GC 115","sponsor mark","1731-1732","1731","dimensions","4","goldsmiths-company-gc-115-sponsor-mark-1731","hallmarks/goldsmiths-company-gc-115-sponsor-mark-1731-4"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 115_sponsor mark.jpg","Goldsmiths Company","GC 115","sponsor mark","1731-1732","1731","primary","2","goldsmiths-company-gc-115-sponsor-mark-1731","hallmarks/goldsmiths-company-gc-115-sponsor-mark-1731-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1731-1732/GC 117 1731_32 hallmark_dimensions.jpg","Goldsmiths Company","GC 117","hallmark","1731-32","1731","dimensions","0","goldsmiths-company-gc-117-hallmark-1731","hallmarks/goldsmiths-company-gc-117-hallmark-1731-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1734-1735/GC 116 Hallmark 1734_35 with dimensions.jpg","Goldsmiths Company","GC 116","hallmark","1734-35","1734","dimensions","1","goldsmiths-company-gc-116-hallmark-1734","hallmarks/goldsmiths-company-gc-116-hallmark-1734-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1734-1735/GC 116 date letter 1734_35 dimensions.jpg","Goldsmiths Company","GC 116","date letter","1734-35","1734","dimensions","0","goldsmiths-company-gc-116-date-letter-1734","hallmarks/goldsmiths-company-gc-116-date-letter-1734-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1734-1735/GC 116 hallmark 1734_35.jpg","Goldsmiths Company","GC 116","hallmark","1734-35","1734","primary","0","goldsmiths-company-gc-116-hallmark-1734","hallmarks/goldsmiths-company-gc-116-hallmark-1734-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1734-1735/GC 116 sterling mark_1734_35.jpg","Goldsmiths Company","GC 116","sterling mark","1734-35","1734","primary","0","goldsmiths-company-gc-116-sterling-mark-1734","hallmarks/goldsmiths-company-gc-116-sterling-mark-1734-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1735-1736/GC 117 1735_36 date letter dimensions.jpg","Goldsmiths Company","GC 117","date letter","1735-36","1735","dimensions","1","goldsmiths-company-gc-117-date-letter-1735","hallmarks/goldsmiths-company-gc-117-date-letter-1735-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1735-1736/GC 117 1735_36 date letter.jpg","Goldsmiths Company","GC 117","date letter","1735-36","1735","primary","0","goldsmiths-company-gc-117-date-letter-1735","hallmarks/goldsmiths-company-gc-117-date-letter-1735-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1735-1736/GC 117 1735_36 sterling mark.jpg","Goldsmiths Company","GC 117","sterling mark","1735-36","1735","primary","0","goldsmiths-company-gc-117-sterling-mark-1735","hallmarks/goldsmiths-company-gc-117-sterling-mark-1735-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1735-1736/GC 117 hallmark 1735_36 dimensions.jpg","Goldsmiths Company","GC 117","hallmark","1735-36","1735","dimensions","1","goldsmiths-company-gc-117-hallmark-1735","hallmarks/goldsmiths-company-gc-117-hallmark-1735-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1735-1736/GC 117 hallmark 1735_36.jpg","Goldsmiths Company","GC 117","hallmark","1735-36","1735","primary","0","goldsmiths-company-gc-117-hallmark-1735","hallmarks/goldsmiths-company-gc-117-hallmark-1735-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120 date letter 1739-40 dimensions.jpg","Goldsmiths Company","GC 120","date letter","1739-40","1739","dimensions","1","goldsmiths-company-gc-120-date-letter-1739","hallmarks/goldsmiths-company-gc-120-date-letter-1739-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120 date letter 1739-40.jpg","Goldsmiths Company","GC 120","date letter","1739-40","1739","primary","0","goldsmiths-company-gc-120-date-letter-1739","hallmarks/goldsmiths-company-gc-120-date-letter-1739-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120 sponsor mark 1739-40 dimensions.jpg","Goldsmiths Company","GC 120","sponsor mark","1739-40","1739","dimensions","1","goldsmiths-company-gc-120-sponsor-mark-1739","hallmarks/goldsmiths-company-gc-120-sponsor-mark-1739-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120 sponsor mark 1739-40.jpg","Goldsmiths Company","GC 120","sponsor mark","1739-40","1739","primary","0","goldsmiths-company-gc-120-sponsor-mark-1739","hallmarks/goldsmiths-company-gc-120-sponsor-mark-1739-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120 sterling mark 1739-40 dimensions.jpg","Goldsmiths Company","GC 120","sterling mark","1739-40","1739","dimensions","1","goldsmiths-company-gc-120-sterling-mark-1739","hallmarks/goldsmiths-company-gc-120-sterling-mark-1739-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120 sterling mark 1739-40.jpg","Goldsmiths Company","GC 120","sterling mark","1739-40","1739","primary","0","goldsmiths-company-gc-120-sterling-mark-1739","hallmarks/goldsmiths-company-gc-120-sterling-mark-1739-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120_hallmark 1739-1740.jpg","Goldsmiths Company","GC 120","hallmark","1739-1740","1739","primary","0","goldsmiths-company-gc-120-hallmark-1739","hallmarks/goldsmiths-company-gc-120-hallmark-1739-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1739-1740/GC 120_hallmark 1739-40 dimensions.jpg","Goldsmiths Company","GC 120","hallmark","1739-40","1739","dimensions","1","goldsmiths-company-gc-120-hallmark-1739","hallmarks/goldsmiths-company-gc-120-hallmark-1739-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1740-1741/GC 125 hallmark 1740_41.jpg","Goldsmiths Company","GC 125","hallmark","1740-41","1740","primary","0","goldsmiths-company-gc-125-hallmark-1740","hallmarks/goldsmiths-company-gc-125-hallmark-1740-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1740-1741/GC 128 1740_41 standard mark.jpg","Goldsmiths Company","GC 128","standard mark","1740-41","1740","primary","0","goldsmiths-company-gc-128-standard-mark-1740","hallmarks/goldsmiths-company-gc-128-standard-mark-1740-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1740-1741/GC 128 date letter 1740_41 dimensions.jpg","Goldsmiths Company","GC 128","date letter","1740-41","1740","dimensions","1","goldsmiths-company-gc-128-date-letter-1740","hallmarks/goldsmiths-company-gc-128-date-letter-1740-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1740-1741/GC 128 date letter 1740_41.jpg","Goldsmiths Company","GC 128","date letter","1740-41","1740","primary","0","goldsmiths-company-gc-128-date-letter-1740","hallmarks/goldsmiths-company-gc-128-date-letter-1740-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1740-1741/GC 128 hallmark 1740 dimensions.jpg","Goldsmiths Company","GC 128","hallmark","1740","1740","dimensions","1","goldsmiths-company-gc-128-hallmark-1740","hallmarks/goldsmiths-company-gc-128-hallmark-1740-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1740-1741/GC 128 hallmark 1740_41.jpg","Goldsmiths Company","GC 128","hallmark","1740-41","1740","primary","0","goldsmiths-company-gc-128-hallmark-1740","hallmarks/goldsmiths-company-gc-128-hallmark-1740-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1744-1745/GC L.3482 date letter 1744-45 dimensions.jpg","Goldsmiths Company","GC L.3482","date letter","1744-45","1744","dimensions","1","goldsmiths-company-gc-l-3482-date-letter-1744","hallmarks/goldsmiths-company-gc-l-3482-date-letter-1744-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1744-1745/GC L.3482 date letter 1744-45.jpg","Goldsmiths Company","GC L.3482","date letter","1744-45","1744","primary","0","goldsmiths-company-gc-l-3482-date-letter-1744","hallmarks/goldsmiths-company-gc-l-3482-date-letter-1744-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1744-1745/GC L.3482 hallmark 1744-45 dimensions.jpg","Goldsmiths Company","GC L.3482","hallmark","1744-45","1744","dimensions","1","goldsmiths-company-gc-l-3482-hallmark-1744","hallmarks/goldsmiths-company-gc-l-3482-hallmark-1744-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1744-1745/GC L.3482 hallmark 1744-45.jpg","Goldsmiths Company","GC L.3482","hallmark","1744-45","1744","primary","0","goldsmiths-company-gc-l-3482-hallmark-1744","hallmarks/goldsmiths-company-gc-l-3482-hallmark-1744-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1747-1748/GC 134 date letter 1747-48 dimensions.jpg","Goldsmiths Company","GC 134","date letter","1747-48","1747","dimensions","1","goldsmiths-company-gc-134-date-letter-1747","hallmarks/goldsmiths-company-gc-134-date-letter-1747-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1747-1748/GC 134 date letter 1747-48.jpg","Goldsmiths Company","GC 134","date letter","1747-48","1747","primary","0","goldsmiths-company-gc-134-date-letter-1747","hallmarks/goldsmiths-company-gc-134-date-letter-1747-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1747-1748/GC 134 hallmark 1747-48 dimensions.jpg","Goldsmiths Company","GC 134","hallmark","1747-48","1747","dimensions","1","goldsmiths-company-gc-134-hallmark-1747","hallmarks/goldsmiths-company-gc-134-hallmark-1747-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1747-1748/GC 134 hallmark 1747-48.jpg","Goldsmiths Company","GC 134","hallmark","1747-48","1747","primary","0","goldsmiths-company-gc-134-hallmark-1747","hallmarks/goldsmiths-company-gc-134-hallmark-1747-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/KK work/Goldsmiths Company/1747-1748/GC 134 sponsor mark 1747-48 dimensions.jpg","Goldsmiths Company","GC 134","sponsor mark","1747-48","1747","dimensions","0","goldsmiths-company-gc-134-sponsor-mark-1747","hallmarks/goldsmiths-company-gc-134-sponsor-mark-1747-0"
